CRM ID,Analysis Method,Element,Unit,Certified Value,1SD
OREAS 164,Oxidising Fusion XRF,MnO,wt.%,0.013,IND
OREAS 164,Oxidising Fusion XRF,TiO2,wt.%,0.0715,IND
OREAS 164,Oxidising Fusion XRF,Cl,ppm,150,IND
OREAS 164,Oxidising Fusion XRF,NiO,ppm,31.8125,IND
OREAS 164,Oxidising Fusion XRF,V2O5,ppm,26.778,IND
OREAS 164,Oxidising Fusion XRF,CoO,ppm,209.7975,IND
OREAS 164,Oxidising Fusion XRF,P2O5,wt.%,0.0893724,IND
OREAS 164,Oxidising Fusion XRF,ZnO,ppm,43.568,IND
OREAS 164,Oxidising Fusion XRF,Cr2O3,ppm,65.7675,IND
OREAS 164,Oxidising Fusion XRF,PbO,ppm,215.44,IND
OREAS 164,Oxidising Fusion XRF,ZrO2,ppm,33.77,IND
OREAS 164,Oxidising Fusion XRF,CuO,ppm,27426.938,IND
OREAS 164,Oxidising Fusion XRF,SiO2,wt.%,78.015,IND
OREAS 164,Thermogravimetry,LOI1000,wt.%,5.18,IND
OREAS 164,Laser Ablation ICP-MS,Ag,ppm,2.8,IND
OREAS 164,Laser Ablation ICP-MS,Hf,ppb,770,IND
OREAS 164,Laser Ablation ICP-MS,Sn,ppm,1.6,IND
OREAS 164,Laser Ablation ICP-MS,As,ppm,239.5,IND
OREAS 164,Laser Ablation ICP-MS,Ho,ppb,280,IND
OREAS 164,Laser Ablation ICP-MS,Sr,ppm,1.55,IND
OREAS 164,Laser Ablation ICP-MS,Ba,ppm,8.5,IND
OREAS 164,Laser Ablation ICP-MS,In,ppm,0.625,IND
OREAS 164,Laser Ablation ICP-MS,Ta,ppb,200,IND
OREAS 164,Laser Ablation ICP-MS,Be,ppm,0.2,IND
OREAS 164,Laser Ablation ICP-MS,La,ppm,13.15,IND
OREAS 164,Laser Ablation ICP-MS,Tb,ppb,380,IND
OREAS 164,Laser Ablation ICP-MS,Bi,ppm,23.95,IND
OREAS 164,Laser Ablation ICP-MS,Lu,ppb,70,IND
OREAS 164,Laser Ablation ICP-MS,Te,ppb,< 200,IND
OREAS 164,Laser Ablation ICP-MS,Cd,ppm,0.2,IND
OREAS 164,Laser Ablation ICP-MS,Mo,ppm,9.2,IND
OREAS 164,Laser Ablation ICP-MS,Th,ppm,2.2,IND
OREAS 164,Laser Ablation ICP-MS,Ce,ppm,27.8,IND
OREAS 164,Laser Ablation ICP-MS,Nb,ppm,1.66,IND
OREAS 164,Laser Ablation ICP-MS,Tl,ppm,11.1,IND
OREAS 164,Laser Ablation ICP-MS,Co,ppm,166,IND
OREAS 164,Laser Ablation ICP-MS,Nd,ppm,16.5,IND
OREAS 164,Laser Ablation ICP-MS,Tm,ppb,90,IND
OREAS 164,Laser Ablation ICP-MS,Cr,ppm,47,IND
OREAS 164,Laser Ablation ICP-MS,Ni,ppm,18,IND
OREAS 164,Laser Ablation ICP-MS,U,ppm,2.655,IND
OREAS 164,Laser Ablation ICP-MS,Cs,ppm,0.305,IND
OREAS 164,Laser Ablation ICP-MS,Pb,wt.%,0.02015,IND
OREAS 164,Laser Ablation ICP-MS,V,ppm,14.15,IND
OREAS 164,Laser Ablation ICP-MS,Cu,ppm,22000,IND
OREAS 164,Laser Ablation ICP-MS,Pr,ppm,4.07,IND
OREAS 164,Laser Ablation ICP-MS,W,ppm,1.3,IND
OREAS 164,Laser Ablation ICP-MS,Dy,ppm,1.615,IND
OREAS 164,Laser Ablation ICP-MS,Rb,ppm,1.725,IND
OREAS 164,Laser Ablation ICP-MS,Y,ppm,8.18,IND
OREAS 164,Laser Ablation ICP-MS,Er,ppm,0.55,IND
OREAS 164,Laser Ablation ICP-MS,Re,ppb,< 10,IND
OREAS 164,Laser Ablation ICP-MS,Yb,ppb,555,IND
OREAS 164,Laser Ablation ICP-MS,Eu,ppb,495,IND
OREAS 164,Laser Ablation ICP-MS,Sb,ppm,10.9,IND
OREAS 164,Laser Ablation ICP-MS,Zn,ppm,37.5,IND
OREAS 164,Laser Ablation ICP-MS,Ga,ppm,3.2,IND
OREAS 164,Laser Ablation ICP-MS,Sc,ppm,1.65,IND
OREAS 164,Laser Ablation ICP-MS,Zr,ppm,25.25,IND
OREAS 164,Laser Ablation ICP-MS,Gd,ppm,3.1,IND
OREAS 164,Laser Ablation ICP-MS,Se,ppm,< 5,IND
OREAS 164,Laser Ablation ICP-MS,Ge,ppb,1750,IND
OREAS 164,Laser Ablation ICP-MS,Sm,ppm,3.81,IND
OREAS 165,Oxidising Fusion XRF,Al2O3,wt.%,2.6105,IND
OREAS 165,Oxidising Fusion XRF,Fe2O3,wt.%,12.6971657,IND
OREAS 165,Oxidising Fusion XRF,SnO2,ppm,< 13,IND
OREAS 165,Oxidising Fusion XRF,As,ppm,3280,IND
OREAS 165,Oxidising Fusion XRF,K2O,wt.%,0.197,IND
OREAS 165,Oxidising Fusion XRF,SO3,wt.%,21.126312,IND
OREAS 165,Oxidising Fusion XRF,BaO,ppm,11.165,IND
OREAS 165,Oxidising Fusion XRF,MgO,wt.%,3.456,IND
OREAS 165,Oxidising Fusion XRF,SrO,ppm,< 12,IND
OREAS 165,Oxidising Fusion XRF,CaO,wt.%,0.09,IND
OREAS 165,Oxidising Fusion XRF,MnO,wt.%,0.0105,IND
OREAS 165,Oxidising Fusion XRF,TiO2,wt.%,0.081,IND
OREAS 165,Oxidising Fusion XRF,Cl,ppm,90,IND
OREAS 165,Oxidising Fusion XRF,NiO,ppm,146.3375,IND
OREAS 165,Oxidising Fusion XRF,V2O5,ppm,17.852,IND
OREAS 165,Oxidising Fusion XRF,CoO,ppm,3070.6725,IND
OREAS 165,Oxidising Fusion XRF,P2O5,wt.%,0.0446862,IND
OREAS 165,Oxidising Fusion XRF,ZnO,ppm,31.12,IND
OREAS 165,Oxidising Fusion XRF,Cr2O3,ppm,51.1525,IND
OREAS 165,Oxidising Fusion XRF,PbO,ppm,447.038,IND
OREAS 165,Oxidising Fusion XRF,ZrO2,ppm,54.032,IND
OREAS 165,Oxidising Fusion XRF,CuO,ppm,39813.499,IND
OREAS 165,Oxidising Fusion XRF,SiO2,wt.%,71.71,IND
OREAS 165,Thermogravimetry,LOI1000,wt.%,6.075,IND
OREAS 165,Laser Ablation ICP-MS,Ag,ppm,2.7,IND
OREAS 165,Laser Ablation ICP-MS,Hf,ppb,1205,IND
OREAS 165,Laser Ablation ICP-MS,Sn,ppm,2,IND
OREAS 165,Laser Ablation ICP-MS,As,ppm,3240,IND
OREAS 165,Laser Ablation ICP-MS,Ho,ppb,175,IND
OREAS 165,Laser Ablation ICP-MS,Sr,ppm,0.9,IND
OREAS 165,Laser Ablation ICP-MS,Ba,ppm,12,IND
OREAS 165,Laser Ablation ICP-MS,In,ppm,1.35,IND
OREAS 165,Laser Ablation ICP-MS,Ta,ppb,235,IND
OREAS 165,Laser Ablation ICP-MS,Be,ppm,0.5,IND
OREAS 165,Laser Ablation ICP-MS,La,ppm,15.6,IND
OREAS 165,Laser Ablation ICP-MS,Tb,ppb,160,IND
OREAS 165,Laser Ablation ICP-MS,Bi,ppm,50.5,IND
OREAS 165,Laser Ablation ICP-MS,Lu,ppb,85,IND
OREAS 165,Laser Ablation ICP-MS,Te,ppb,400,IND
OREAS 165,Laser Ablation ICP-MS,Cd,ppm,0.15,IND
OREAS 165,Laser Ablation ICP-MS,Mo,ppm,9.8,IND
OREAS 165,Laser Ablation ICP-MS,Th,ppm,2.86,IND
OREAS 165,Laser Ablation ICP-MS,Ce,ppm,27.5,IND
OREAS 165,Laser Ablation ICP-MS,Nb,ppm,2.35,IND
OREAS 165,Laser Ablation ICP-MS,Tl,ppm,17.2,IND
OREAS 165,Laser Ablation ICP-MS,Co,ppm,2365,IND
OREAS 165,Laser Ablation ICP-MS,Nd,ppm,11.55,IND
OREAS 165,Laser Ablation ICP-MS,Tm,ppb,70,IND
OREAS 165,Laser Ablation ICP-MS,Cr,ppm,38,IND
OREAS 165,Laser Ablation ICP-MS,Ni,ppm,106,IND
OREAS 165,Laser Ablation ICP-MS,U,ppm,1.44,IND
OREAS 165,Laser Ablation ICP-MS,Cs,ppm,0.6,IND
OREAS 165,Laser Ablation ICP-MS,Pb,wt.%,0.04145,IND
OREAS 165,Laser Ablation ICP-MS,V,ppm,8.9,IND
OREAS 165,Laser Ablation ICP-MS,Cu,ppm,32050,IND
OREAS 165,Laser Ablation ICP-MS,Pr,ppm,3.09,IND
OREAS 165,Laser Ablation ICP-MS,W,ppm,0.9,IND
OREAS 165,Laser Ablation ICP-MS,Dy,ppm,0.855,IND
OREAS 165,Laser Ablation ICP-MS,Rb,ppm,4.975,IND
OREAS 165,Laser Ablation ICP-MS,Y,ppm,4.68,IND
OREAS 165,Laser Ablation ICP-MS,Er,ppm,0.535,IND
OREAS 165,Laser Ablation ICP-MS,Re,ppb,10,IND
OREAS 165,Laser Ablation ICP-MS,Yb,ppb,385,IND
OREAS 165,Laser Ablation ICP-MS,Eu,ppb,340,IND
OREAS 165,Laser Ablation ICP-MS,Sb,ppm,21.2,IND
OREAS 165,Laser Ablation ICP-MS,Zn,ppm,27.5,IND
OREAS 165,Laser Ablation ICP-MS,Ga,ppm,2.1,IND
OREAS 165,Laser Ablation ICP-MS,Sc,ppm,0.4,IND
OREAS 165,Laser Ablation ICP-MS,Zr,ppm,35.5,IND
OREAS 165,Laser Ablation ICP-MS,Gd,ppm,1.34,IND
OREAS 165,Laser Ablation ICP-MS,Se,ppm,< 5,IND
OREAS 165,Laser Ablation ICP-MS,Ge,ppb,2800,IND
OREAS 165,Laser Ablation ICP-MS,Sm,ppm,2.4,IND
OREAS 166,Oxidising Fusion XRF,Al2O3,wt.%,1.381,IND
OREAS 166,Oxidising Fusion XRF,Fe2O3,wt.%,16.269986,IND
OREAS 166,Oxidising Fusion XRF,SnO2,ppm,12.696,IND
OREAS 166,Oxidising Fusion XRF,As,ppm,3045,IND
OREAS 166,Oxidising Fusion XRF,K2O,wt.%,0.2735,IND
OREAS 166,Oxidising Fusion XRF,SO3,wt.%,29.067408,IND
OREAS 166,Oxidising Fusion XRF,BaO,ppm,27.9125,IND
OREAS 166,Oxidising Fusion XRF,MgO,wt.%,1.672,IND
OREAS 166,Oxidising Fusion XRF,SrO,ppm,< 12,IND
OREAS 166,Oxidising Fusion XRF,CaO,wt.%,0.942,IND
OREAS 166,Oxidising Fusion XRF,MnO,wt.%,0.0215,IND
OREAS 166,Oxidising Fusion XRF,TiO2,wt.%,0.041,IND
OREAS 166,Oxidising Fusion XRF,Cl,ppm,50,IND
OREAS 166,Oxidising Fusion XRF,NiO,ppm,82.7125,IND
OREAS 166,Oxidising Fusion XRF,V2O5,ppm,17.852,IND
OREAS 166,Oxidising Fusion XRF,CoO,ppm,2492.14,IND
OREAS 166,Oxidising Fusion XRF,P2O5,wt.%,0.0366656,IND
OREAS 166,Oxidising Fusion XRF,ZnO,ppm,24.896,IND
OREAS 166,Oxidising Fusion XRF,Cr2O3,ppm,21.9225,IND
OREAS 166,Oxidising Fusion XRF,PbO,ppm,145.422,IND
OREAS 166,Oxidising Fusion XRF,ZrO2,ppm,27.016,IND
OREAS 166,Oxidising Fusion XRF,CuO,ppm,110558.976,IND
OREAS 166,Oxidising Fusion XRF,SiO2,wt.%,62.12,IND
OREAS 166,Thermogravimetry,LOI1000,wt.%,7.46,IND
OREAS 166,Laser Ablation ICP-MS,Ag,ppm,10,IND
OREAS 166,Laser Ablation ICP-MS,Hf,ppb,545,IND
OREAS 166,Laser Ablation ICP-MS,Sn,ppm,5.1,IND
OREAS 166,Laser Ablation ICP-MS,As,ppm,3015,IND
OREAS 166,Laser Ablation ICP-MS,Ho,ppb,140,IND
OREAS 166,Laser Ablation ICP-MS,Sr,ppm,1.9,IND
OREAS 166,Laser Ablation ICP-MS,Ba,ppm,22.5,IND
OREAS 166,Laser Ablation ICP-MS,In,ppm,4.1,IND
OREAS 166,Laser Ablation ICP-MS,Ta,ppb,100,IND
OREAS 166,Laser Ablation ICP-MS,Be,ppm,0.8,IND
OREAS 166,Laser Ablation ICP-MS,La,ppm,11.65,IND
OREAS 166,Laser Ablation ICP-MS,Tb,ppb,135,IND
OREAS 166,Laser Ablation ICP-MS,Bi,ppm,34.35,IND
OREAS 166,Laser Ablation ICP-MS,Lu,ppb,30,IND
OREAS 166,Laser Ablation ICP-MS,Te,ppb,< 200,IND
OREAS 166,Laser Ablation ICP-MS,Cd,ppm,0.2,IND
OREAS 166,Laser Ablation ICP-MS,Mo,ppm,8.4,IND
OREAS 166,Laser Ablation ICP-MS,Th,ppm,1.32,IND
OREAS 166,Laser Ablation ICP-MS,Ce,ppm,19.8,IND
OREAS 166,Laser Ablation ICP-MS,Nb,ppm,1.09,IND
OREAS 166,Laser Ablation ICP-MS,Tl,ppm,8,IND
OREAS 166,Laser Ablation ICP-MS,Co,ppm,1960,IND
OREAS 166,Laser Ablation ICP-MS,Nd,ppm,8.575,IND
OREAS 166,Laser Ablation ICP-MS,Tm,ppb,40,IND
OREAS 166,Laser Ablation ICP-MS,Cr,ppm,34.5,IND
OREAS 166,Laser Ablation ICP-MS,Ni,ppm,69,IND
OREAS 166,Laser Ablation ICP-MS,U,ppm,1.155,IND
OREAS 166,Laser Ablation ICP-MS,Cs,ppm,0.32,IND
OREAS 166,Laser Ablation ICP-MS,Pb,wt.%,0.01335,IND
OREAS 166,Laser Ablation ICP-MS,V,ppm,5.3,IND
OREAS 166,Laser Ablation ICP-MS,Cu,ppm,87800,IND
OREAS 166,Laser Ablation ICP-MS,Pr,ppm,2.465,IND
OREAS 166,Laser Ablation ICP-MS,W,ppm,0.475,IND
OREAS 166,Laser Ablation ICP-MS,Dy,ppm,0.71,IND
OREAS 166,Laser Ablation ICP-MS,Rb,ppm,5.575,IND
OREAS 166,Laser Ablation ICP-MS,Y,ppm,4.08,IND
OREAS 166,Laser Ablation ICP-MS,Er,ppm,0.265,IND
OREAS 166,Laser Ablation ICP-MS,Re,ppb,< 10,IND
OREAS 166,Laser Ablation ICP-MS,Yb,ppb,210,IND
OREAS 166,Laser Ablation ICP-MS,Eu,ppb,330,IND
OREAS 166,Laser Ablation ICP-MS,Sb,ppm,21.8,IND
OREAS 166,Laser Ablation ICP-MS,Zn,ppm,25,IND
OREAS 166,Laser Ablation ICP-MS,Ga,ppm,1.4,IND
OREAS 166,Laser Ablation ICP-MS,Sc,ppm,< 0.1,IND
OREAS 166,Laser Ablation ICP-MS,Zr,ppm,15.75,IND
OREAS 166,Laser Ablation ICP-MS,Gd,ppm,1.325,IND
OREAS 166,Laser Ablation ICP-MS,Se,ppm,< 5,IND
OREAS 166,Laser Ablation ICP-MS,Ge,ppb,2825,IND
OREAS 166,Laser Ablation ICP-MS,Sm,ppm,1.91,IND
OREAS 170a,Laser Ablation ICP-MS,Ag,ppm,0.25,IND
OREAS 170a,Laser Ablation ICP-MS,Hf,ppb,1435,IND
OREAS 170a,Laser Ablation ICP-MS,Sn,ppm,1.1,IND
OREAS 170a,Laser Ablation ICP-MS,As,ppm,37.4,IND
OREAS 170a,Laser Ablation ICP-MS,Ho,ppb,3140,IND
OREAS 170a,Laser Ablation ICP-MS,Sr,ppm,421,IND
OREAS 170a,Laser Ablation ICP-MS,Ba,ppm,2925,IND
OREAS 170a,Laser Ablation ICP-MS,In,ppm,< 0.05,IND
OREAS 170a,Laser Ablation ICP-MS,Ta,ppb,170,IND
OREAS 170a,Laser Ablation ICP-MS,Be,ppm,4.5,IND
OREAS 170a,Laser Ablation ICP-MS,La,ppm,86.1,IND
OREAS 170a,Laser Ablation ICP-MS,Tb,ppb,3125,IND
OREAS 170a,Laser Ablation ICP-MS,Bi,ppm,0.34,IND
OREAS 170a,Laser Ablation ICP-MS,Lu,ppb,985,IND
OREAS 170a,Laser Ablation ICP-MS,Te,ppb,500,IND
OREAS 170a,Laser Ablation ICP-MS,Cd,ppm,0.5,IND
OREAS 170a,Laser Ablation ICP-MS,Mo,ppm,31.6,IND
OREAS 170a,Laser Ablation ICP-MS,Th,ppm,4.855,IND
OREAS 170a,Laser Ablation ICP-MS,Ce,ppm,144.5,IND
OREAS 170a,Laser Ablation ICP-MS,Nb,ppm,1.74,IND
OREAS 170a,Laser Ablation ICP-MS,Tl,ppm,1.8,IND
OREAS 170a,Laser Ablation ICP-MS,Co,ppm,168,IND
OREAS 170a,Laser Ablation ICP-MS,Nd,ppm,99.1,IND
OREAS 170a,Laser Ablation ICP-MS,Tm,ppb,1175,IND
OREAS 170a,Laser Ablation ICP-MS,Cr,ppm,36.5,IND
OREAS 170a,Laser Ablation ICP-MS,Ni,ppm,116,IND
OREAS 170a,Laser Ablation ICP-MS,U,ppm,3.11,IND
OREAS 170a,Laser Ablation ICP-MS,Cs,ppm,2.015,IND
OREAS 170a,Laser Ablation ICP-MS,Pb,wt.%,0.00545,IND
OREAS 170a,Laser Ablation ICP-MS,V,ppm,392.5,IND
OREAS 170a,Laser Ablation ICP-MS,Cu,ppm,71,IND
OREAS 170a,Laser Ablation ICP-MS,Pr,ppm,26.05,IND
OREAS 170a,Laser Ablation ICP-MS,W,ppm,6.825,IND
OREAS 170a,Laser Ablation ICP-MS,Dy,ppm,16.25,IND
OREAS 170a,Laser Ablation ICP-MS,Rb,ppm,35.15,IND
OREAS 170a,Laser Ablation ICP-MS,Y,ppm,55.95,IND
OREAS 170a,Laser Ablation ICP-MS,Er,ppm,8.09,IND
OREAS 170a,Laser Ablation ICP-MS,Re,ppb,20,IND
OREAS 170a,Laser Ablation ICP-MS,Yb,ppb,7415,IND
OREAS 170a,Laser Ablation ICP-MS,Eu,ppb,5605,IND
OREAS 170a,Laser Ablation ICP-MS,Sb,ppm,1.9,IND
OREAS 170a,Laser Ablation ICP-MS,Zn,ppm,140,IND
OREAS 170a,Laser Ablation ICP-MS,Ga,ppm,< 10,IND
OREAS 170a,Laser Ablation ICP-MS,Sc,ppm,12.7,IND
OREAS 170a,Laser Ablation ICP-MS,Zr,ppm,52.5,IND
OREAS 170a,Laser Ablation ICP-MS,Gd,ppm,20.05,IND
OREAS 170a,Laser Ablation ICP-MS,Se,ppm,< 5,IND
OREAS 170a,Laser Ablation ICP-MS,Ge,ppb,1025,IND
OREAS 170a,Laser Ablation ICP-MS,Sm,ppm,23.7,IND
OREAS 170b,Laser Ablation ICP-MS,Ag,ppm,0.15,IND
OREAS 170b,Laser Ablation ICP-MS,Hf,ppb,1385,IND
OREAS 170b,Laser Ablation ICP-MS,Sn,ppm,1,IND
OREAS 170b,Laser Ablation ICP-MS,As,ppm,33.3,IND
OREAS 170b,Laser Ablation ICP-MS,Ho,ppb,2660,IND
OREAS 170b,Laser Ablation ICP-MS,Sr,ppm,454.5,IND
OREAS 170b,Laser Ablation ICP-MS,Ba,ppm,3535,IND
OREAS 170b,Laser Ablation ICP-MS,In,ppm,0.05,IND
OREAS 170b,Laser Ablation ICP-MS,Ta,ppb,205,IND
OREAS 170b,Laser Ablation ICP-MS,Be,ppm,4.3,IND
OREAS 170b,Laser Ablation ICP-MS,La,ppm,67.55,IND
OREAS 170b,Laser Ablation ICP-MS,Tb,ppb,2500,IND
OREAS 170b,Laser Ablation ICP-MS,Bi,ppm,0.22,IND
OREAS 170b,Laser Ablation ICP-MS,Lu,ppb,790,IND
OREAS 170b,Laser Ablation ICP-MS,Te,ppb,300,IND
OREAS 170b,Laser Ablation ICP-MS,Cd,ppm,0.65,IND
OREAS 170b,Laser Ablation ICP-MS,Mo,ppm,25.5,IND
OREAS 170b,Laser Ablation ICP-MS,Th,ppm,3.21,IND
OREAS 170b,Laser Ablation ICP-MS,Ce,ppm,134,IND
OREAS 170b,Laser Ablation ICP-MS,Nb,ppm,1.985,IND
OREAS 170b,Laser Ablation ICP-MS,Tl,ppm,2,IND
OREAS 170b,Laser Ablation ICP-MS,Co,ppm,208,IND
OREAS 170b,Laser Ablation ICP-MS,Nd,ppm,77.35,IND
OREAS 170b,Laser Ablation ICP-MS,Tm,ppb,985,IND
OREAS 170b,Laser Ablation ICP-MS,Cr,ppm,43.5,IND
OREAS 170b,Laser Ablation ICP-MS,Ni,ppm,121,IND
OREAS 170b,Laser Ablation ICP-MS,U,ppm,2.765,IND
OREAS 170b,Laser Ablation ICP-MS,Cs,ppm,2.16,IND
OREAS 170b,Laser Ablation ICP-MS,Pb,wt.%,0.00435,IND
OREAS 170b,Laser Ablation ICP-MS,V,ppm,354,IND
OREAS 170b,Laser Ablation ICP-MS,Cu,ppm,63,IND
OREAS 170b,Laser Ablation ICP-MS,Pr,ppm,19.75,IND
OREAS 170b,Laser Ablation ICP-MS,W,ppm,5.5,IND
OREAS 170b,Laser Ablation ICP-MS,Dy,ppm,14,IND
OREAS 170b,Laser Ablation ICP-MS,Rb,ppm,36.7,IND
OREAS 170b,Laser Ablation ICP-MS,Y,ppm,45.15,IND
OREAS 170b,Laser Ablation ICP-MS,Er,ppm,6.95,IND
OREAS 170b,Laser Ablation ICP-MS,Re,ppb,10,IND
OREAS 170b,Laser Ablation ICP-MS,Yb,ppb,6010,IND
OREAS 170b,Laser Ablation ICP-MS,Eu,ppb,4365,IND
OREAS 170b,Laser Ablation ICP-MS,Sb,ppm,1.9,IND
OREAS 170b,Laser Ablation ICP-MS,Zn,ppm,165,IND
OREAS 170b,Laser Ablation ICP-MS,Ga,ppm,< 10,IND
OREAS 170b,Laser Ablation ICP-MS,Sc,ppm,10.05,IND
OREAS 170b,Laser Ablation ICP-MS,Zr,ppm,45.5,IND
OREAS 170b,Laser Ablation ICP-MS,Gd,ppm,16.5,IND
OREAS 170b,Laser Ablation ICP-MS,Se,ppm,< 5,IND
OREAS 170b,Laser Ablation ICP-MS,Ge,ppb,750,IND
OREAS 170b,Laser Ablation ICP-MS,Sm,ppm,18.3,IND
OREAS 171,Borate Fusion XRF,Cr2O3,ppm,132.6,IND
OREAS 171,Borate Fusion XRF,Pb,ppm,< 50,IND
OREAS 171,Borate Fusion XRF,Cu,ppm,42.5,IND
OREAS 171,Borate Fusion XRF,S,ppm,49.4581497944364,IND
OREAS 171,Laser Ablation ICP-MS,Ag,ppm,0.1,IND
OREAS 171,Laser Ablation ICP-MS,Hf,ppb,3140,IND
OREAS 171,Laser Ablation ICP-MS,Sn,ppm,1.8,IND
OREAS 171,Laser Ablation ICP-MS,As,ppm,47.1,IND
OREAS 171,Laser Ablation ICP-MS,Ho,ppb,2165,IND
OREAS 171,Laser Ablation ICP-MS,Sr,ppm,243.5,IND
OREAS 171,Laser Ablation ICP-MS,Ba,ppm,2015,IND
OREAS 171,Laser Ablation ICP-MS,In,ppm,0.05,IND
OREAS 171,Laser Ablation ICP-MS,Ta,ppb,515,IND
OREAS 171,Laser Ablation ICP-MS,Be,ppm,3.4,IND
OREAS 171,Laser Ablation ICP-MS,La,ppm,75.5,IND
OREAS 171,Laser Ablation ICP-MS,Tb,ppb,2050,IND
OREAS 171,Laser Ablation ICP-MS,Bi,ppm,0.3,IND
OREAS 171,Laser Ablation ICP-MS,Lu,ppb,725,IND
OREAS 171,Laser Ablation ICP-MS,Te,ppb,200,IND
OREAS 171,Laser Ablation ICP-MS,Cd,ppm,0.45,IND
OREAS 171,Laser Ablation ICP-MS,Mo,ppm,12.6,IND
OREAS 171,Laser Ablation ICP-MS,Th,ppm,7.33,IND
OREAS 171,Laser Ablation ICP-MS,Ce,ppm,153.5,IND
OREAS 171,Laser Ablation ICP-MS,Nb,ppm,7.685,IND
OREAS 171,Laser Ablation ICP-MS,Tl,ppm,1.2,IND
OREAS 171,Laser Ablation ICP-MS,Co,ppm,122,IND
OREAS 171,Laser Ablation ICP-MS,Nd,ppm,78.2,IND
OREAS 171,Laser Ablation ICP-MS,Tm,ppb,805,IND
OREAS 171,Laser Ablation ICP-MS,Cr,ppm,34.5,IND
OREAS 171,Laser Ablation ICP-MS,Ni,ppm,72,IND
OREAS 171,Laser Ablation ICP-MS,U,ppm,2.69,IND
OREAS 171,Laser Ablation ICP-MS,Cs,ppm,2.16,IND
OREAS 171,Laser Ablation ICP-MS,Pb,wt.%,0.003,IND
OREAS 171,Laser Ablation ICP-MS,V,ppm,233,IND
OREAS 171,Laser Ablation ICP-MS,Cu,ppm,84,IND
OREAS 171,Laser Ablation ICP-MS,Pr,ppm,20.6,IND
OREAS 171,Laser Ablation ICP-MS,W,ppm,3.875,IND
OREAS 171,Laser Ablation ICP-MS,Dy,ppm,11.25,IND
OREAS 171,Laser Ablation ICP-MS,Rb,ppm,57.4,IND
OREAS 171,Laser Ablation ICP-MS,Y,ppm,44.3,IND
OREAS 171,Laser Ablation ICP-MS,Er,ppm,5.84,IND
OREAS 171,Laser Ablation ICP-MS,Re,ppb,< 10,IND
OREAS 171,Laser Ablation ICP-MS,Yb,ppb,5135,IND
OREAS 171,Laser Ablation ICP-MS,Eu,ppb,3780,IND
OREAS 171,Laser Ablation ICP-MS,Sb,ppm,2.4,IND
OREAS 171,Laser Ablation ICP-MS,Zn,ppm,120,IND
OREAS 171,Laser Ablation ICP-MS,Ga,ppm,< 10,IND
OREAS 171,Laser Ablation ICP-MS,Sc,ppm,13.1,IND
OREAS 171,Laser Ablation ICP-MS,Zr,ppm,105.5,IND
OREAS 171,Laser Ablation ICP-MS,Gd,ppm,13.4,IND
OREAS 171,Laser Ablation ICP-MS,Se,ppm,< 5,IND
OREAS 171,Laser Ablation ICP-MS,Ge,ppb,925,IND
OREAS 171,Laser Ablation ICP-MS,Sm,ppm,16.65,IND
OREAS 172,Borate Fusion XRF,Cr2O3,ppm,97.64,IND
OREAS 172,Borate Fusion XRF,Pb,ppm,< 50,IND
OREAS 172,Borate Fusion XRF,Cu,ppm,56.6666666666667,IND
OREAS 172,Borate Fusion XRF,S,ppm,46.5030674355278,IND
OREAS 172,Laser Ablation ICP-MS,Ag,ppm,0.2,IND
OREAS 172,Laser Ablation ICP-MS,Hf,ppb,1705,IND
OREAS 172,Laser Ablation ICP-MS,Sn,ppm,1.2,IND
OREAS 172,Laser Ablation ICP-MS,As,ppm,31.6,IND
OREAS 172,Laser Ablation ICP-MS,Ho,ppb,2330,IND
OREAS 172,Laser Ablation ICP-MS,Sr,ppm,295,IND
OREAS 172,Laser Ablation ICP-MS,Ba,ppm,2310,IND
OREAS 172,Laser Ablation ICP-MS,In,ppm,0.05,IND
OREAS 172,Laser Ablation ICP-MS,Ta,ppb,285,IND
OREAS 172,Laser Ablation ICP-MS,Be,ppm,3.7,IND
OREAS 172,Laser Ablation ICP-MS,La,ppm,82.75,IND
OREAS 172,Laser Ablation ICP-MS,Tb,ppb,2260,IND
OREAS 172,Laser Ablation ICP-MS,Bi,ppm,0.24,IND
OREAS 172,Laser Ablation ICP-MS,Lu,ppb,735,IND
OREAS 172,Laser Ablation ICP-MS,Te,ppb,200,IND
OREAS 172,Laser Ablation ICP-MS,Cd,ppm,0.5,IND
OREAS 172,Laser Ablation ICP-MS,Mo,ppm,14.9,IND
OREAS 172,Laser Ablation ICP-MS,Th,ppm,5.12,IND
OREAS 172,Laser Ablation ICP-MS,Ce,ppm,164.5,IND
OREAS 172,Laser Ablation ICP-MS,Nb,ppm,5.87,IND
OREAS 172,Laser Ablation ICP-MS,Tl,ppm,1.2,IND
OREAS 172,Laser Ablation ICP-MS,Co,ppm,149,IND
OREAS 172,Laser Ablation ICP-MS,Nd,ppm,85.9,IND
OREAS 172,Laser Ablation ICP-MS,Tm,ppb,900,IND
OREAS 172,Laser Ablation ICP-MS,Cr,ppm,28,IND
OREAS 172,Laser Ablation ICP-MS,Ni,ppm,72,IND
OREAS 172,Laser Ablation ICP-MS,U,ppm,2.48,IND
OREAS 172,Laser Ablation ICP-MS,Cs,ppm,1.365,IND
OREAS 172,Laser Ablation ICP-MS,Pb,wt.%,0.00325,IND
